seller,mean_pricing_gap,pricing_gap_variance,extreme_pricing_count,transaction_count,log_pricing_gap_variance,log_extreme_pricing_count,cluster
remarketing by ge/manheim california,-1071.875,3328934.0876436788,2,88,15.018163017311384,1.0986122886681098,1
remarketing by ge/manheim central florida,-971.6265060240963,1960486.6514839842,1,83,14.488703802038213,0.6931471805599453,0
remarketing by ge/manheim chicago,-1619.949494949495,2945611.9872191283,3,99,14.895827498474564,1.3862943611198906,1
remarketing by ge/manheim dallas ft. worth,-1454.3478260869565,2455605.2371541504,0,23,14.713884228503808,0.0,0
remarketing by ge/manheim denver,-308.3333333333333,4301392.857142856,1,36,15.274449680961535,0.6931471805599453,2
remarketing by ge/manheim detroit,-1401.8292682926829,1711199.695121951,0,41,14.352705842969248,0.0,0
remarketing by ge/manheim ft. lauderdale,-1464.8148148148148,5691310.541310542,1,27,15.55445127889321,0.6931471805599453,1
remarketing by ge/manheim kansas city,-561.6935483870968,2369604.8717609732,2,62,14.678234200447097,1.0986122886681098,1
remarketing by ge/manheim louisville,-1520.0,4375642.857142857,2,15,15.29156423429274,1.0986122886681098,1
remarketing by ge/manheim milwaukee,-1688.888888888889,5364006.410256409,2,27,15.495221904862321,1.0986122886681098,1
remarketing by ge/manheim nashville,-1763.6363636363637,2836545.454545454,0,11,14.858097833032403,0.0,0
remarketing by ge/manheim nevada,-1556.862745098039,4888626.960784314,5,51,15.402422241464244,1.791759469228055,1
remarketing by ge/manheim new england,-1844.5652173913043,1820338.4387351773,1,23,14.414533546462668,0.6931471805599453,1
remarketing by ge/manheim north carolina,-979.2452830188679,1869128.2656023218,1,53,14.440983247022146,0.6931471805599453,0
remarketing by ge/manheim ohio,-1329.1666666666667,1903375.0000000002,0,36,14.45913970952544,0.0,0
remarketing by ge/manheim orlando,-970.2830188679245,1910602.322206096,0,53,14.462929625645224,0.0,0
remarketing by ge/manheim pennsylvania,-1309.3333333333333,3551651.576576579,2,75,15.082923567661938,1.0986122886681098,1
remarketing by ge/manheim pensacola,-1083.695652173913,1944693.6758893281,0,23,14.480615543734986,0.0,0
remarketing by ge/manheim phoenix,-1059.016393442623,3944959.0163934412,2,61,15.187949376949264,1.0986122886681098,1
remarketing by ge/manheim riverside,-1655.1546391752577,3732538.2570876293,8,97,15.13259932597919,2.1972245773362196,1
remarketing by ge/manheim san antonio,-2441.0,1287754.1666666665,0,25,14.068411079585704,0.0,0
remarketing by ge/manheim san diego,-311.7647058823529,2635712.3161764704,0,17,14.784664411549103,0.0,2
remarketing by ge/manheim san francisco bay,-606.578947368421,2688877.923976608,0,19,14.804634907824715,0.0,2
remarketing by ge/manheim seattle,-1254.3478260869565,4782877.964426877,1,23,15.38055321697467,0.6931471805599453,1
remarketing by ge/manheim southern california,-1428.5377358490566,3738088.555705302,5,106,15.134085224898266,1.791759469228055,1
remarketing by ge/mccoy leasing & finance inc,335.4166666666667,1903347.537878788,0,12,14.459125281309824,0.0,2
remarketing by ge/meritrust credit union,-627.0220588235294,1914398.6587690632,1,136,14.46491463733196,0.6931471805599453,2
remarketing by ge/michigan first credit union,-501.12359550561797,964203.2686414707,0,89,13.779058448076684,0.0,0
remarketing by ge/michigan schools & govt cu,-648.7938596491229,2801697.327363011,4,228,14.845736336757856,1.6094379124341003,1
remarketing by ge/mid american credit union,-258.0357142857143,1546530.257936508,0,28,14.251525082953766,0.0,0
remarketing by ge/midsouth capital lp,336.25,6140491.77631579,2,20,15.630415553631883,1.0986122886681098,2
remarketing by ge/mission fcu,-231.25,1026605.1136363636,0,12,13.841768884317924,0.0,0
remarketing by ge/monterey credit union,202.38095238095238,1567744.0476190478,0,21,14.265148869490405,0.0,2
remarketing by ge/nas financial services,-82.14285714285714,1108791.2087912087,0,14,13.918781880689632,0.0,0
remarketing by ge/nextgear capital,-510.5891719745223,2617597.1757290247,7,314,14.777767728465285,2.0794415416798357,1
remarketing by ge/north american fleet sales inc,-1145.8333333333333,793242.7536231885,0,24,13.583885835003079,0.0,0
remarketing by ge/pareto solutinos llc,-6540.909090909091,55060659.090909086,2,11,17.82394604618132,1.0986122886681098,1
remarketing by ge/penair fcu,-1187.0967741935483,2297702.956989248,0,31,14.647420902716572,0.0,0
remarketing by ge/penske truck lsg fleet sales,-192.0731707317073,764044.9695121951,0,41,13.546383235857125,0.0,0
remarketing by ge/people driven credit union,-453.125,886406.2499999999,0,16,13.694931774093332,0.0,0
remarketing by ge/piedmont advantage credit unio,26.25,972794.4078947369,0,20,13.787929069679954,0.0,0
remarketing by ge/premier motors leasing inc,519.4444444444445,3047614.379084967,0,18,14.929869999862053,0.0,2
remarketing by ge/schools first fcu,-668.9024390243902,4205305.640243901,3,41,15.25185777149951,1.3862943611198906,1
remarketing by ge/sixrentals corp,-1766.6666666666667,862520.8333333333,0,21,13.667615741576919,0.0,0
remarketing by ge/sound credit union,237.5,2610812.5,0,26,14.775172416558695,0.0,2
remarketing by ge/southern california financial,-41.666666666666664,1783111.9791666665,0,33,14.39387125948542,0.0,2
remarketing by ge/southern wholesale cars,-395.45454545454544,1205477.2727272725,0,11,14.002386952987825,0.0,0
remarketing by ge/space coast credit union,-667.7536231884058,3416233.6428872948,5,207,15.044049520901408,1.791759469228055,1
remarketing by ge/summit financial corp,-625.1453488372093,1252189.3062355504,0,172,14.040404820876663,0.0,0
remarketing by ge/sunrise partners inc of nw,321.875,2168549.592391304,0,24,14.589569572578581,0.0,2
remarketing by ge/suntrust bank,-526.006711409396,4244390.871576274,5,149,15.261109109886032,1.791759469228055,1
remarketing by ge/sw1 remarketing,-80.55555555555556,1495737.1794871795,0,27,14.218130408488095,0.0,0
remarketing by ge/tech auto sales inc,-2076.1363636363635,5651456.98051948,3,22,15.547424119483004,1.3862943611198906,1
remarketing by ge/the credit union loan source,1.4880952380952381,2065521.7244083278,1,168,14.54089388765063,0.6931471805599453,2
remarketing by ge/tmt auto wholesale inc,252.77777777777777,1399324.4949494945,0,45,14.15150088916593,0.0,0
remarketing by ge/trumark financial credit union,-788.2352941176471,2377040.4411764704,0,17,14.681367180425305,0.0,0
remarketing by ge/tubbs brothers,1126.4705882352941,9809411.764705881,2,17,16.09885296886356,1.0986122886681098,2
remarketing by ge/turner acceptance corp,-735.5263157894736,811271.9298245613,0,19,13.60635981140785,0.0,0
remarketing by ge/united traders inc,-576.9230769230769,5743693.910256411,0,13,15.563613273789894,0.0,2
remarketing by ge/vermont state emp credit union,-1417.3076923076924,1481394.230769231,0,13,14.208494925148306,0.0,0
remarketing by ge/we florida financial,-285.29411764705884,1220473.3455882352,0,17,14.01475014900246,0.0,0
remarketing by ge/west financial acceptance,-776.844262295082,2543268.1896377257,4,244,14.748960893948565,1.6094379124341003,1
remarketing by ge/xpress rent a car,281.91964285714283,2696623.984475546,2,112,14.807511543315911,1.0986122886681098,2
remarketing by ge/zeal credit union,-340.0,1099308.8235294118,0,35,13.910193107694964,0.0,0
remarketing of america,-1199.7787610619469,2789872.173058014,7,226,14.841506695079017,2.0794415416798357,1
remarketing services of el paso,-703.9772727272727,5355172.766913319,2,44,15.493573710807787,1.0986122886681098,1
remktgedge / cars / carfinance capital llc,-904.088785046729,4667603.508512133,7,214,15.356156544830183,2.0794415416798357,1
remktgedge/td bank,-1178.0487804878048,1994224.8475609762,1,41,14.505766486661289,0.6931471805599453,1
remktgedge/td bank/specialty,-1009.0909090909091,3705534.090909091,1,11,15.125338230281239,0.6931471805599453,1
rental car finance corp/(pen),280.5,12002811.366666669,1,46,16.300651544182237,0.6931471805599453,2
renton honda automobiles,845.5882352941177,584549.6323529412,0,17,13.278598681211715,0.0,0
repo remarketing inc,-611.574074074074,2234026.2491264855,1,54,14.619316455997273,0.6931471805599453,2
repo remarketing/coast hills fcu,169.0,4899181.25,1,25,15.404578861398441,0.6931471805599453,2
repo remarketing/first flight federal cu,-413.2352941176471,646884.1911764706,0,17,13.379924109787474,0.0,0
repo remarketing/first imperial cu,-647.3684210526316,2361312.134502924,0,19,14.674728435186486,0.0,0
repo remarketing/hughes fcu,20.833333333333332,1894650.7352941176,0,18,14.454545598761463,0.0,2
repo remarketing/obee fcu,514.0625,1719580.7291666667,0,16,14.357591638499356,0.0,2
repo remarketing/schools first fcu,-369.5945945945946,3190803.303303303,2,37,14.97578357567788,1.0986122886681098,1
repo remarketing/vantage west credit union,148.1578947368421,1407317.0492721172,0,95,14.157196358364018,0.0,0
repo remarketing/verity credit union,-68.05555555555556,2493956.2908496736,0,18,14.729381280315934,0.0,2
repo remarketing/visterra credit union,462.5,4205163.043478262,1,24,15.251823862156975,0.6931471805599453,2
repo remarketing/whatcom educational credit unio,182.14285714285714,1484271.9780219782,0,14,14.210435633247368,0.0,0
riceland motors inc,757.0,1667058.333333333,0,25,14.326571753980943,0.0,2
richard j bartlett jr enterprises,2417.9347826086955,5167823.973429952,6,46,15.457962456500697,1.9459101490553132,2
richards motorcars inc,-796.4285714285714,2738640.10989011,0,14,14.822972410047129,0.0,2
richmond bmw crown mini of richmond,130.76923076923077,1295432.6923076925,0,13,14.07435609458501,0.0,0
richmond car & truck sales,293.1818181818182,399737.2159090909,0,33,12.898565151610267,0.0,0
rick case honda,-167.59259259259258,2491337.2507122504,0,27,14.728330574151562,0.0,2
rick case hyundai inc,-379.3918918918919,1996906.8169196595,1,74,14.507110450551169,0.6931471805599453,2
rick case kia,500.0,1123303.5714285716,0,15,13.931785409263124,0.0,0
rick hendrick buick gmc,215.3125,1219248.3188291139,0,80,14.0137459148919,0.0,0
rick hendrick chevrolet,71.47887323943662,1556974.5714855168,1,213,14.258255761216828,0.6931471805599453,2
rick hendrick chevrolet buick gmc,311.07142857142856,1560591.2267080748,0,70,14.260575939688708,0.0,2
rick hendrick chevrolet of buford,250.0,1173508.928571429,0,141,13.975509754886277,0.0,0
rick hendrick city chevrolet,230.10204081632654,1799651.5358720804,0,98,14.403104168605996,0.0,2
rick hendrick dodge chrysler jeep ram,-230.14705882352942,2205626.097453907,1,68,14.606522424367936,0.6931471805599453,2
rick hendrick jeep chrys dodge ram fiat,-192.90540540540542,1433776.0320251759,1,74,14.175822801319596,0.6931471805599453,2
rick hendrick toyota scion,185.2941176470588,1383779.4117647058,0,51,14.14032974055188,0.0,0
rick hendrick toyota scion sandy springs,394.578313253012,822317.8078166319,0,83,13.619883442905413,0.0,0
rick matthews buick gmc llp,490.0,1121142.857142857,0,15,13.929860023118618,0.0,0
rick weaver buick pont gmc trk,143.75,355014.2045454546,0,12,12.779915897245893,0.0,0
rick's auto marketing center,601.0416666666666,619862.9981884058,0,24,13.337255375198206,0.0,0
ricks auto marketing center south,191.36363636363637,1993145.232815964,2,165,14.505224969717482,1.0986122886681098,2
ride rite automobiles llc,678.7878787878788,471645.35984848475,0,33,13.063984746139777,0.0,0
right honda,-283.3333333333333,2028786.2318840574,1,24,14.522948749772697,0.6931471805599453,2
right toyota,380.60897435897436,2162794.949338296,1,156,14.586912363609693,0.6931471805599453,2
rii,8.125,819363.5284810128,0,80,13.616284353532565,0.0,0
rippy cadillac llc,365.8854166666667,999856.839364035,0,96,13.815368387222529,0.0,0
rite cars inc,54.6875,717184.8958333334,0,16,13.48309035492205,0.0,0
ritter & associates inc,995.4545454545455,2509740.25974026,0,22,14.73569022202565,0.0,2
riverchase used car center inc,-3.5714285714285716,188255.4945054945,0,14,12.145560644432228,0.0,0
rivergate toyota,622.8260869565217,1157267.786561265,0,23,13.96157329255848,0.0,0
riverside auto sales inc,-1.6129032258064515,1103788.9784946234,0,31,13.914260250851036,0.0,0
riverside car store inc,116.66666666666667,1188106.0606060605,0,12,13.987871893199582,0.0,0
riverside chevrolet inc,398.64864864864865,1028748.1231231234,0,37,13.843854178601848,0.0,0
riverside hyundai,95.53571428571429,1523845.0727513228,0,28,14.236748007995992,0.0,0
riverside toyota scion,416.75824175824175,1092931.3186813185,0,91,13.904374842717443,0.0,0
riverton elko chevrolet buick gmc cadillac,469.2307692307692,1355224.358974359,0,13,14.119478315053112,0.0,2
riverton hyundai,297.5,687562.5,0,10,13.440909467893968,0.0,0
rjk auto brokers llc,1151.0416666666667,1941602.1286231882,0,24,14.479024544756635,0.0,2
rlb investments,654.358552631579,1492058.0855371717,0,304,14.21566766052819,0.0,2
road america auto finance llc,-1330.7692307692307,2828661.8589743595,1,13,14.85531466996687,0.6931471805599453,1
rob lambdin's university dodge,-873.75,1425820.7236842108,0,20,14.170258853686649,0.0,0
robert larson's hyundai,662.6943005181347,2131478.6404360957,0,193,14.572326963387665,0.0,2
robert preussler motors llc,27.536231884057973,2104065.1641091225,0,69,14.559382299165222,0.0,2
robert ss auto sales inc,-65.21739130434783,991121.5415019764,0,23,13.806593460059052,0.0,0
roberts toyota,1190.909090909091,797409.090909091,0,11,13.58912436861367,0.0,0
rock springs honda toyota,-435.0,2280583.3333333335,0,10,14.639942254644543,0.0,2
rockie williams premier dod chry jeep,1335.0,1126277.7777777778,0,10,13.934429639434205,0.0,2
rockville audi,-329.2682926829268,1129903.201219512,0,41,13.937643409412845,0.0,0
rolling hills auto plaza,45.588235294117645,1179237.1323529412,0,17,13.980379137371418,0.0,0
rollins automotive,1561.3636363636363,3821920.4545454546,0,11,15.15626385269349,0.0,2
rolls royce motorcars manhattan,1017.1875,5283686.995967743,1,32,15.480134895940768,0.6931471805599453,2
ron bouchard auto sales inc,-962.1212121212121,1427817.234848485,0,33,14.17165812725938,0.0,0
ron lewis chrysler dodge jeep ram,408.8235294117647,3093101.6042780755,1,34,14.944685224178123,0.6931471805599453,2
ron lewis pre-owned,260.7142857142857,1503530.2197802195,0,14,14.2233270459309,0.0,2
ron schmidts used cars,341.6666666666667,725265.1515151515,0,12,13.494293972008201,0.0,0
ron wilson ford tradewinds inc,1007.7380952380952,1252301.4663182348,0,42,14.04049438798102,0.0,2
rosner motors inc,93.52678571428571,1049400.28756435,0,112,13.863730357186874,0.0,0
roswell auto brokers inc,772.9166666666666,449824.8106060606,0,12,13.016615699266694,0.0,0
roush honda,1048.076923076923,1684006.4102564103,0,13,14.33668687416452,0.0,2
route 44 hyundai,-211.9047619047619,530976.1904761905,0,21,13.182474343512732,0.0,0
route 6 auto mall kia,-533.3333333333334,482395.8333333334,0,21,13.086522359973346,0.0,0
route one corporation,-1039.8214285714287,2143991.874357657,3,140,14.578180477640094,1.3862943611198906,1
royal auto sales,188.63636363636363,1621471.861471862,0,22,14.298845467908514,0.0,2
royal coast auto inc,716.1764705882352,2391495.5882352944,0,51,14.687429915480227,0.0,2
royal rent a car,-171.23655913978496,11226072.639083685,2,93,16.2337496341531,1.0986122886681098,1
royalton auto enterprises inc,-596.4545454545455,2506358.0303030307,1,55,14.734341672453578,0.6931471805599453,2
ruan car sales inc,-123.41269841269842,329150.6656426012,0,63,12.704273913319497,0.0,0
rudolph honda,-252.5,1126173.611111111,0,10,13.934337147694082,0.0,0
rudy luther toyota,809.0,390682.6530612245,0,50,12.87565344003788,0.0,0
runde chevrolet inc,-1107.7067669172932,2586666.7967087524,6,266,14.765881040363137,1.9459101490553132,1
rusnak pasadena jaguar sterling pasadena,335.18518518518516,4419579.772079772,1,27,15.301555401609777,0.6931471805599453,2
rusnak westlake audi,-222.5,2403635.77586207,0,30,14.692493471650236,0.0,2
russell barnett kia,834.0909090909091,2273034.090909091,0,11,14.636626540862936,0.0,2
rusty eck ford inc,-557.6923076923077,2020352.5641025638,0,13,14.518783085795063,0.0,0
rvr,1537.5,3558641.304347826,2,24,15.084889654903009,1.0986122886681098,2
s w corporation,113.63636363636364,2676295.4545454546,0,11,14.799944476809348,0.0,2
s/s auto wholesale,180.74324324324326,2565660.0564605705,0,74,14.757726725199431,0.0,2
sac fcu,-32.142857142857146,997321.4285714285,0,21,13.812829395429597,0.0,0
safco southern automotive finance,-613.6363636363636,572170.4545454547,0,11,13.257193971156003,0.0,0
safeway motor corp,-144.56521739130434,1383633.8932806323,0,23,14.14022457492391,0.0,0
safford chrysler jeep dodge of fredericksburg,51.58730158730159,1379097.4603174613,0,126,14.136940554021708,0.0,0
safford chrysler jeep dodge of springfield,-46.07843137254902,1087059.3137254901,0,51,13.898987650972026,0.0,0
saitta trudeau chrysler jeep dodge,0.0,3452083.3333333335,0,10,15.054488761169003,0.0,2
salerno duane infiniti llc,-104.16666666666667,2121704.776422764,0,42,14.567730934642048,0.0,2
salt lake valley buick gmc,177.6315789473684,1915478.8011695908,0,19,14.46547869812837,0.0,2
salt lake valley chrysler dodge jeep ram,176.13636363636363,2978123.6471861475,0,22,14.906804347356246,0.0,2
sam galloway ford lincoln,-53.84615384615385,3803405.870445344,1,39,15.151407767894366,0.6931471805599453,2
sama california auto export inc,742.3076923076923,635388.4615384615,0,26,13.361993415125182,0.0,0
san antonio credit union,-978.5714285714286,3634646.1038961043,3,56,15.106022581402279,1.3862943611198906,1
san antonio dodge chrysler jeep,-531.6455696202531,1820395.9753326843,0,79,14.414565153583299,0.0,0
san diego sports cars,1388.8204225352113,1940128.5506768525,2,284,14.478265307509322,1.0986122886681098,2
san luis bay motors inc,107.6923076923077,404519.2307692308,0,13,12.910457028492635,0.0,0
sanford honda,510.9375,1462580.7291666667,0,16,14.195713739717625,0.0,2
sansone jrs 66 nissan,-837.5,2167369.186046512,1,44,14.58902509474595,0.6931471805599453,2
santa margarita ford,222.3684210526316,1999784.3567251463,0,19,14.508550411127414,0.0,2
santander consumer,-374.5303615303615,2193314.494391934,157,14245,14.600924881344358,5.062595033026967,1
sawgrass infiniti,-170.83333333333334,2374871.3235294116,0,18,14.680454235491906,0.0,2
saxon fleet services,-644.0,4823347.916666667,1,25,15.388979040756729,0.6931471805599453,1
sc leasing llc,-644.6428571428571,1371940.2472527472,0,14,14.13173726364897,0.0,0
scerbo auto leasing inc,705.3571428571429,239440.24725274724,0,14,12.386063351553888,0.0,0
schroeder motors llc,1787.5,3143693.1818181816,1,12,14.960909157386096,0.6931471805599453,2
schumacher auto group inc,14.622641509433961,4154986.3933236576,2,53,15.239819952169286,1.0986122886681098,2
schumacher chevrolet,-691.6666666666666,701755.9523809524,0,15,13.46134240137983,0.0,0
scotiabank de puerto rico,-132.1078431372549,6239992.3331401525,9,204,15.646489671938014,2.302585092994046,1
scott london auto sales of nj,-463.46153846153845,7413293.269230769,1,13,15.818785469226366,0.6931471805599453,1
scott robinson chrysler jeep dodge ram,368.1034482758621,1307999.8487598302,0,58,14.084010459898023,0.0,0
scott robinson honda,320.0,1572431.8181818181,0,45,14.26813454370724,0.0,2
sds motors,577.2727272727273,575806.8181818181,0,11,13.263529235014921,0.0,0
seay motors  llc,472.72727272727275,4822056.818181818,0,11,15.388711328149464,0.0,2
security auto loans inc,-1296.6216216216217,4573061.186186186,3,37,15.335693601101458,1.3862943611198906,1
security financial,-411.6666666666667,968291.6666666666,0,15,13.783289662160499,0.0,0
security national automotive acceptance corp,-1340.7142857142858,2819598.739495798,2,35,14.852105496491372,1.0986122886681098,1
security service fcu (sscu),-1819.642857142857,5509656.346351493,17,140,15.522012991600358,2.8903717578961645,1
sej llc,-235.0,122527.77777777778,0,10,11.716101202012307,0.0,0
select lane,51.1437908496732,1808916.3929096926,2,765,14.408239098829355,1.0986122886681098,2
select motor car of gainesville inc,1080.5555555555557,1584158.496732026,0,18,14.2755645386687,0.0,2
select remarketing group llc/anderson financial,-851.171875,1158817.1960717086,2,320,13.962911247266742,1.0986122886681098,0
select remarketing group llc/loan max title,-588.4401114206128,1082285.6884424456,4,359,13.894586664884349,1.6094379124341003,1
select remarketing group llc/midwest title loans,-720.8955223880597,1121412.8222523744,0,67,13.930100788485147,0.0,0
select remarketing group llc/north american,-430.0,240805.55555555556,0,10,12.391749216114157,0.0,0
select remarketing group llc/northeastern,-775.0,2263750.0000000005,1,14,14.632533729924555,0.6931471805599453,2
selig leasing co inc,-501.0,1373931.25,0,25,14.13318744196066,0.0,0
sell all cars.com llc,177.6315789473684,833881.5789473685,0,19,13.633847878799617,0.0,0
sell your car here,523.6363636363636,1302185.6060606062,1,55,14.079555414108139,0.6931471805599453,2
sell your car today llc,-64.58333333333333,825961.1742424243,0,12,13.624304257559173,0.0,0
sensible auto lending  llc,-1279.3478260869565,1009355.2371541503,0,23,13.824823296642457,0.0,0
shamaley buick gmc,-356.4516129032258,4131956.9892473123,1,31,15.234261941998469,0.6931471805599453,2
shamaley ford,-580.9782608695652,1809671.799516908,0,46,14.4086566131529,0.0,0
shannon auto sales,-289.2857142857143,713312.9699248119,0,77,13.477676952996276,0.0,0
sharlene realty llc,-858.0128205128206,1274147.6232101228,1,78,14.057788767030807,0.6931471805599453,0
sheehan buick gmc  inc,-426.47058823529414,982535.6506238859,0,34,13.797892925463778,0.0,0
sheehy ford inc,-736.0,1846045.8333333333,0,25,14.428557063892853,0.0,0
sheehy ford lincoln of gaithersburg,-359.8360655737705,577568.306010929,0,61,13.266583724585947,0.0,0
sheehy honda,-68.75,771264.2045454547,0,12,13.555787568166835,0.0,0
sheehy hyundai of waldorf,-290.0,394352.5641025642,0,40,12.885003156702282,0.0,0
sheehy infiniti of annapolis,313.8888888888889,1194342.9487179487,0,27,13.993107595705032,0.0,0
sheehy nissan,-319.7368421052632,1487944.523470839,0,38,14.212906883134318,0.0,0
sheehy nissan of waldorf,-388.2352941176471,1365458.8235294118,0,51,14.127001796928745,0.0,0
sherman dodge,-845.3703703703703,1118751.7806267808,0,27,13.927725034044565,0.0,0
sherold salmon motor co inc,805.0,928371.7948717951,0,40,13.741188649712868,0.0,0
shirlie slack mitsubishi,921.2820512820513,1541207.2210137767,0,390,14.248077225884055,0.0,2
shottenkirk west burlington inc,154.6875,1449018.2291666667,0,16,14.186397491861188,0.0,0
sierra auto investment co,5.555555555555555,1403519.570707071,0,45,14.154494331397059,0.0,0
sierra toyota,-527.2727272727273,1283181.8181818181,0,11,14.06485412618384,0.0,0
silver car,36.92307692307692,1716349.7596153852,1,65,14.355710943512385,0.6931471805599453,2
simon funding inc,1119.2307692307693,1011865.3846153846,0,26,13.82730708910022,0.0,2
sims buick gmc nissan,-258.3333333333333,7173988.095238095,1,15,15.785972417033914,0.6931471805599453,2
sioux city ford lincoln mercury,290.90909090909093,1520409.0909090908,0,11,14.234490653084606,0.0,2
sioux falls ford inc,107.6923076923077,3482435.8974358975,0,13,15.063242864568384,0.0,2
sisk auto mall,291.6666666666667,659970.2380952381,0,15,13.399951534409453,0.0,0
sixrentals corp,-1007.8125,2131809.8958333335,0,16,14.572482362319587,0.0,0
sixt rent a car,-1087.0786516853932,5140030.005107253,2,89,15.452569669535189,1.0986122886681098,1
sixt rent a car llc,-1155.3061224489795,5607656.155904987,14,245,15.539643571003394,2.70805020110221,1
skyhigh remarketing inc,990.527950310559,2649021.727055822,8,644,14.789701347702424,2.1972245773362196,2
smail acura,-386.53846153846155,669230.7692307692,0,13,13.413885720415033,0.0,0
smart auto,922.9166666666666,864824.8106060607,0,12,13.670283390613449,0.0,0
smart finance,-288.1578947368421,297085.7041251778,0,38,12.601779308262072,0.0,0
smith haven chrysler jeep dodge,-114.70588235294117,1554054.4117647058,0,51,14.256378466780262,0.0,0
smith haven mazda,396.42857142857144,1286524.7252747254,0,14,14.067455906831043,0.0,0
smith haven mitsubishi,238.46153846153845,1232876.6025641027,0,13,14.02486150922566,0.0,0
smith volvo inc,902.5,1260895.8333333333,0,10,14.047333798224532,0.0,2
snell indoor auto center,418.75,1139125.0,0,16,13.945771859664827,0.0,0
sonic crest honda llc,-1387.5,2933229.1666666665,0,10,14.891614819707284,0.0,0
sonju two harbors llc,602.34375,662070.9425403225,0,32,13.403129503546705,0.0,0
sossa pre owned,166.50943396226415,1433058.1761006287,0,106,14.175322001212832,0.0,0
south bay bmw,24.489795918367346,1295377.338435374,0,49,14.074313363679279,0.0,0
south bay hyundai,629.375,2114419.471153846,0,40,14.564291324004504,0.0,2
south bay lexus,360.29411764705884,991176.4705882353,0,17,13.806648879607996,0.0,0
south bay mazda,146.15384615384616,1046366.3967611337,0,39,13.860835101670167,0.0,0
south bay remarketing services,-781.6037735849056,1804234.3976777939,1,53,14.405647457609705,0.6931471805599453,0
south carolina state credit union,-781.8181818181819,2202237.215909091,2,33,14.604984772025311,1.0986122886681098,1
south coast acura,577.9411764705883,320615.80882352946,0,17,12.678001947051875,0.0,0
south coast subaru,413.6363636363636,932662.3376623378,0,22,13.745799576193203,0.0,0
south coast toyota,766.875,2183730.368589743,0,40,14.596545608551875,0.0,2
south county lexus at mission viejo,421.875,715826.3644366198,0,72,13.481194305748783,0.0,0
south dade toyota,-923.6111111111111,1196358.2516339868,0,18,13.99479354600878,0.0,0
south shore bmw,-382.5,847090.2777777778,0,10,13.649563733799258,0.0,0
south street auto sales,-1009.7826086956521,5088223.814229249,2,23,15.442439568212524,1.0986122886681098,1
southeastern auto brokers inc,1690.625,4815246.394230768,4,40,15.387297981797008,1.6094379124341003,2
southeastern car & truck rental,247.0,1217388.7755102043,0,50,14.012219596378635,0.0,0
southeastern honda,1290.625,933406.2500000001,0,16,13.746596879770022,0.0,2
southern auto finance co/ft. lauderdale,-687.2857142857143,970877.69124424,0,63,13.785956807691536,0.0,0
southern auto finance co/safco/ft lauderdale,-919.6808510638298,4945792.933130697,2,141,15.414048062857647,1.0986122886681098,1
southern remarketing solutions/regions bank,-1096.2121212121212,3010317.2348484844,1,33,14.917556356999757,0.6931471805599453,1
southgate capital llc,-594.7916666666666,32158314.08514492,2,24,17.286181609271484,1.0986122886681098,1
southgate leasing corp,-80.28846153846153,1533120.9935897437,0,52,14.242816733024192,0.0,0
southside bank,-537.5,2289038.461538462,1,40,14.643642838427196,0.6931471805599453,2
southwest auto finance,-814.4736842105264,666896.9298245613,0,19,13.410392284438883,0.0,0
southwest business corporation,-1851.5625,3741955.7291666665,1,16,15.135119222191502,0.6931471805599453,1
southwest national bank,-456.6666666666667,1072184.5238095238,0,15,13.88520966889432,0.0,0
southwest title loans,-889.8148148148148,1147320.1566951568,0,27,13.952940354038336,0.0,0
spangler automotive,368.9024390243902,1681961.890243902,0,41,14.335472056396435,0.0,2
spitzer autoworld homestead inc,-561.1111111111111,743913.3986928103,0,18,13.519681251675419,0.0,0
spitzer toyota scion,-437.1212121212121,722946.9696969697,0,66,13.491092534093479,0.0,0
sports car leasing,780.0,997678.5714285715,0,50,13.81318743302651,0.0,0
sports trend auto sales,-250.0,113551333.33333334,3,16,18.54776557751094,1.3862943611198906,1
spreen honda,32.55813953488372,999182.5858250277,0,43,13.81469381034175,0.0,0
springleaf financial services/evansville,-778.030303030303,2520682.983682983,1,66,14.740040844755715,0.6931471805599453,2
sst financial,-985.0961538461538,2157190.767363704,1,104,14.58431782608511,0.6931471805599453,1
stadium nissan,-32.57575757575758,1120136.1268939395,0,33,13.92896167050349,0.0,0
stadium toyota inc,-197.61904761904762,1973619.0476190473,0,21,14.495380002039413,0.0,2
stanford car co,2053.2258064516127,5078947.580645161,2,31,15.440614825818995,1.0986122886681098,2
stanley chrysler - dodge - jeep - gatesville,173.07692307692307,2953589.743589744,0,13,14.898532189344042,0.0,2
stanley chrysler dodge jeep brownwood,-1585.7142857142858,45840549.450549446,1,14,17.640679638382203,0.6931471805599453,1
stanley ford andrews,381.25,1044673.2954545454,0,12,13.85921571580819,0.0,0
starling chevrolet,49.3421052631579,1861908.3392603132,0,38,14.437113045655405,0.0,2
starling chevrolet buick gmc,-317.85714285714283,253983.5164835165,0,14,12.445028585416303,0.0,0
state superior fin,-57.142857142857146,508791.2087912088,0,14,13.139794977980445,0.0,0
statewide wholesale ltd,798.0769230769231,1717756.4102564103,0,13,14.356530166815853,0.0,2
sterling bmw,48.529411764705884,2464646.139705883,0,17,14.717559207019908,0.0,2
sterling credit corp,-717.0454545454545,806272.9978354977,0,22,13.600178911406363,0.0,0
